1	-1	-2
2	-5	1
3	-6	2
4	-7	3
5	-8	4
6	-12	5
7	-14	6
8	-15	7
9	-16	8
10	-17	9
11	-18	10
12	-39	11
13	-3	-63
14	-265	13
15	-4	-153
16	-277	15
17	-555	16
18	-564	17
19	-568	18
20	-574	19
21	-582	20
22	-624	21
23	-682	22
24	-722	23
25	-9	-74
26	-92	25
27	-10	-11
28	-30	27
29	-13	-65
30	-19	-20
31	-22	-24
32	-25	31
33	-26	32
34	-40	33
35	-42	34
36	-45	35
37	-46	36
38	-47	37
39	-48	38
40	-50	39
41	-51	40
42	-52	41
43	-53	42
44	-54	43
45	-55	44
46	-56	45
47	-57	46
48	-58	47
49	-59	48
50	-61	49
51	-62	50
52	-66	51
53	-70	52
54	-71	53
55	-72	54
56	-75	55
57	-77	56
58	-78	57
59	-79	58
60	-80	59
61	-81	60
62	-82	61
63	-27	-83
64	-104	63
65	-200	64
66	-207	65
67	-208	66
68	-225	67
69	-243	68
70	-291	69
71	-307	70
72	-325	71
73	-29	-69
74	-31	-84
75	-88	74
76	-255	75
77	-258	76
78	-280	77
79	-306	78
80	-394	79
81	-556	80
82	-600	81
83	-601	82
84	-675	83
85	-691	84
86	-705	85
87	-765	86
88	-33	-105
89	-114	88
90	-118	89
91	-120	90
92	-121	91
93	-122	92
94	-123	93
95	-126	94
96	-127	95
97	-129	96
98	-130	97
99	-136	98
100	-151	99
101	-152	100
102	-154	101
103	-205	102
104	-218	103
105	-231	104
106	-257	105
107	-313	106
108	-317	107
109	-345	108
110	-406	109
111	-407	110
112	-454	111
113	-473	112
114	-474	113
115	-483	114
116	-578	115
117	-36	-37
118	-38	-85
119	-60	-91
120	-93	119
121	-149	120
122	-209	121
123	-67	-90
124	-89	-124
125	-125	124
126	-198	125
127	-100	-102
128	-106	127
129	-107	128
130	-108	129
131	-109	130
132	-110	131
133	-111	132
134	-112	133
135	-116	134
136	-137	135
137	-148	136
138	-181	137
139	-183	138
140	-201	139
141	-219	140
142	-224	141
143	-103	-145
144	-115	-140
145	-141	144
146	-117	-119
147	-184	146
148	-261	147
149	-263	148
150	-311	149
151	-504	150
152	-506	151
153	-526	152
154	-131	-132
155	-133	154
156	-134	-188
157	-189	156
158	-139	-146
159	-172	158
160	-142	-143
161	-144	160
162	-147	-185
163	-156	-157
164	-158	163
165	-159	164
166	-160	165
167	-161	-162
168	-175	167
169	-194	168
170	-164	-165
171	-166	170
172	-167	171
173	-168	172
174	-169	173
175	-170	174
176	-171	175
177	-173	176
178	-176	177
179	-177	178
180	-178	179
181	-179	180
182	-182	181
183	-186	-187
184	-190	183
185	-192	-193
186	-206	-247
187	-665	186
188	-693	187
189	-210	-329
190	-338	189
191	-398	190
192	-211	-212
193	-213	192
194	-214	-215
195	-245	194
196	-251	195
197	-348	196
198	-222	-223
199	-314	198
200	-326	199
201	-468	200
202	-226	-666
203	-228	-229
204	-230	-295
205	-232	-260
206	-234	-235
207	-236	206
208	-237	207
209	-239	-241
210	-259	209
211	-244	-264
212	-324	211
213	-334	212
214	-599	213
215	-668	214
216	-678	215
217	-774	216
218	-776	217
219	-246	-248
220	-250	219
221	-252	220
222	-300	221
223	-304	222
224	-310	223
225	-319	224
226	-320	225
227	-328	226
228	-347	227
229	-358	228
230	-363	229
231	-385	230
232	-428	231
233	-430	232
234	-446	233
235	-509	234
236	-516	235
237	-680	236
238	-253	-528
239	-262	-273
240	-285	239
241	-318	240
242	-340	241
243	-266	-267
244	-268	-269
245	-270	244
246	-271	245
247	-272	-332
248	-439	247
249	-275	-276
250	-359	249
251	-362	250
252	-416	251
253	-418	252
254	-278	-279
255	-298	254
256	-519	255
257	-525	256
258	-561	257
259	-281	-287
260	-286	-293
261	-323	260
262	-330	261
263	-333	262
264	-346	263
265	-356	264
266	-357	265
267	-530	266
268	-289	-297
269	-427	268
270	-540	269
271	-565	270
272	-580	271
273	-290	-312
274	-296	-361
275	-455	274
276	-496	275
277	-299	-308
278	-302	-351
279	-303	-315
280	-305	-415
281	-309	-431
282	-322	-377
283	-460	282
284	-510	283
285	-541	284
286	-554	285
287	-558	286
288	-604	287
289	-626	288
290	-631	289
291	-673	290
292	-676	291
293	-683	292
294	-713	293
295	-744	294
296	-746	295
297	-747	296
298	-748	297
299	-749	298
300	-766	299
301	-770	300
302	-773	301
303	-779	302
304	-792	303
305	-794	304
306	-799	305
307	-804	306
308	-331	-341
309	-337	-409
310	-344	-531
311	-589	310
312	-719	311
313	-783	312
314	-788	313
315	-789	314
316	-790	315
317	-791	316
318	-798	317
319	-806	318
320	-808	319
321	-353	-354
322	-355	321
323	-364	322
324	-365	323
325	-366	324
326	-367	325
327	-368	326
328	-369	327
329	-370	328
330	-371	329
331	-372	330
332	-373	331
333	-375	332
334	-376	333
335	-378	334
336	-379	335
337	-380	336
338	-381	337
339	-387	338
340	-388	339
341	-390	340
342	-391	341
343	-392	342
344	-393	343
345	-395	344
346	-396	345
347	-397	346
348	-399	347
349	-400	348
350	-401	349
351	-402	350
352	-403	351
353	-404	352
354	-405	353
355	-408	354
356	-410	355
357	-411	356
358	-412	357
359	-413	358
360	-414	359
361	-417	360
362	-419	361
363	-421	362
364	-423	363
365	-424	364
366	-425	365
367	-426	366
368	-429	367
369	-432	368
370	-374	-382
371	-386	370
372	-389	371
373	-434	-435
374	-436	373
375	-438	374
376	-440	375
377	-442	-443
378	-444	377
379	-445	-447
380	-449	-450
381	-451	380
382	-452	-453
383	-573	382
384	-585	383
385	-597	384
386	-456	-457
387	-458	386
388	-459	387
389	-461	388
390	-462	389
391	-463	390
392	-464	391
393	-466	392
394	-471	393
395	-478	394
396	-490	395
397	-498	396
398	-501	397
399	-518	398
400	-547	399
401	-594	400
402	-467	-470
403	-472	402
404	-475	403
405	-476	404
406	-477	405
407	-479	406
408	-480	-494
409	-481	-482
410	-484	409
411	-486	410
412	-487	411
413	-488	412
414	-489	413
415	-491	414
416	-492	415
417	-493	416
418	-495	417
419	-497	418
420	-499	-502
421	-503	420
422	-505	421
423	-508	422
424	-511	423
425	-523	424
426	-529	425
427	-500	-507
428	-512	-513
429	-517	428
430	-514	-515
431	-532	-533
432	-534	-544
433	-559	432
434	-581	433
435	-650	434
436	-662	435
437	-671	436
438	-674	437
439	-679	438
440	-681	439
441	-684	440
442	-685	441
443	-686	442
444	-687	443
445	-688	444
446	-690	445
447	-692	446
448	-694	447
449	-698	448
450	-699	449
451	-700	450
452	-702	451
453	-703	452
454	-706	453
455	-708	454
456	-709	455
457	-710	456
458	-711	457
459	-712	458
460	-714	459
461	-715	460
462	-716	461
463	-717	462
464	-718	463
465	-720	464
466	-723	465
467	-724	466
468	-725	467
469	-726	468
470	-727	469
471	-728	470
472	-730	471
473	-731	472
474	-732	473
475	-733	474
476	-734	475
477	-735	476
478	-736	477
479	-737	478
480	-738	479
481	-739	480
482	-741	481
483	-742	482
484	-743	483
485	-745	484
486	-751	485
487	-755	486
488	-757	487
489	-758	488
490	-759	489
491	-760	490
492	-761	491
493	-762	492
494	-764	493
495	-771	494
496	-775	495
497	-782	496
498	-784	497
499	-785	498
500	-786	499
501	-787	500
502	-800	501
503	-811	502
504	-813	503
505	-816	504
506	-535	-552
507	-598	506
508	-639	507
509	-644	508
510	-536	-537
511	-538	510
512	-539	511
513	-542	512
514	-543	513
515	-548	514
516	-549	515
517	-550	516
518	-584	517
519	-586	518
520	-588	519
521	-591	520
522	-592	521
523	-593	522
524	-603	523
525	-615	524
526	-621	525
527	-622	526
528	-623	527
529	-637	528
530	-642	529
531	-646	530
532	-647	531
533	-648	532
534	-754	533
535	-763	534
536	-767	535
537	-768	536
538	-769	537
539	-772	538
540	-793	539
541	-802	540
542	-803	541
543	-807	542
544	-810	543
545	-812	544
546	-814	545
547	-819	546
548	-545	-546
549	-595	548
550	-605	549
551	-606	550
552	-607	551
553	-609	552
554	-610	553
555	-611	554
556	-612	555
557	-613	556
558	-617	557
559	-618	558
560	-619	559
561	-625	560
562	-634	561
563	-635	562
564	-636	563
565	-640	564
566	-641	565
567	-643	566
568	-645	567
569	-651	568
570	-652	569
571	-655	570
572	-660	571
573	-756	572
574	-777	573
575	-778	574
576	-780	575
577	-795	576
578	-796	577
579	-797	578
580	-805	579
581	-809	580
582	-815	581
583	-818	582
584	-820	583
585	-557	-575
586	-560	-562
587	-563	586
588	-567	587
589	-569	588
590	-570	589
591	-571	590
592	-576	591
593	-577	592
594	-579	593
595	-583	594
596	-566	-590
597	-587	-596
598	-721	597
599	-781	598
600	-602	-620
601	-627	-628
602	-630	601
603	-632	602
604	-667	603
605	-629	-649
606	-653	-654
607	-658	606
608	-659	607
609	-656	-657
610	-663	-753
611	-672	-677
612	-689	611
613	-696	612
614	-707	613
615	-817	614
616	-701	-752
617	-616	600
618	429	430
619	-697	616
620	-437	381
621	-128	-191
622	385	431
623	-342	610
624	-350	308
625	547	584
626	376	378
627	-527	426
628	407	408
629	-316	-321
630	-465	-469
631	-729	-740
632	166	182
633	-608	585
634	204	621
635	307	320
636	-704	622
637	-282	-283
638	-34	117
639	-135	157
640	-433	626
641	-163	-180
642	419	630
643	12	30
644	-28	62
645	278	280
646	-422	369
647	-352	-420
648	620	642
649	123	634
650	-553	509
651	191	238
652	197	242
653	246	276
654	-292	273
655	617	633
656	-23	-35
657	-520	-521
658	162	169
659	619	631
660	608	609
661	-43	-86
662	-150	632
663	-572	-614
664	-485	618
665	-633	636
666	-197	-204
667	379	628
668	-327	624
669	-101	73
670	-335	218
671	-339	267
672	277	427
673	184	641
674	118	643
675	28	644
676	-349	279
677	615	665
678	-99	145
679	629	647
680	-801	596
681	259	653
682	72	143
683	-174	87
684	-41	-68
685	-96	-522
686	142	161
687	-384	-664
688	623	650
689	-95	654
690	-49	-138
691	640	667
692	159	639
693	-220	-221
694	193	663
695	627	664
696	645	651
697	646	652
698	-195	-196
699	281	635
700	-254	-288
701	-203	666
702	29	668
703	-76	638
704	649	689
705	674	703
706	675	705
707	-336	-524
708	595	655
709	-216	-217
710	-343	-669
711	-551	625
712	-284	637
713	662	673
714	-44	14
715	122	604
716	-87	201
717	126	505
718	153	253
719	-155	309
720	-441	188
721	202	243
722	205	599
723	-240	237
724	-750	248
725	-294	258
726	-448	679
727	272	669
728	-32	210
729	681	702
730	-98	-202
731	-274	401
732	372	707
733	661	678
734	648	691
735	-233	-238
736	-256	682
737	203	683
738	208	737
739	-199	686
740	680	694
741	677	704
742	688	729
743	690	696
744	697	700
745	-227	24
746	-94	684
747	657	685
748	155	692
749	660	708
750	-360	-383
751	-301	726
752	-113	739
753	701	713
754	676	712
755	-21	693
756	-242	-249
757	659	741
758	-695	605
759	-64	706
760	710	742
761	695	751
