1	-254	-255
2	-126	-127
3	-250	-251
4	-248	-249
5	4	3
6	-122	-123
7	-245	-246
8	-242	-243
9	-120	-121
10	9	6
11	-322	-323
12	-14	-15
13	-470	-471
14	-234	-235
15	-459	-460
16	-112	-113
17	-55	-56
18	-222	-223
19	-443	-444
20	-218	-219
21	-107	-108
22	-214	-215
23	-425	-426
24	-105	-106
25	-101	-102
26	-98	-99
27	-197	-198
28	-48	-49
29	-391	-392
30	-385	-386
31	-482	-483
32	-94	-95
33	-379	-380
34	-46	-47
35	-187	-188
36	-92	-93
37	36	32
38	-185	-186
39	38	35
40	-367	-368
41	-180	-181
42	-357	-358
43	-88	-89
44	-176	-177
45	-352	-353
46	-174	-175
47	-86	-87
48	47	43
49	-171	-172
50	-84	-85
51	-183	-184
52	-23	-24
53	-167	-168
54	-82	-83
55	54	50
56	55	48
57	-325	-326
58	-161	-162
59	-80	-81
60	-319	-320
61	-632	-633
62	-78	-79
63	62	59
64	-315	-316
65	-630	-631
66	-309	-310
67	-76	-77
68	-307	-308
69	68	66
70	-614	-615
71	-151	-152
72	-74	-75
73	72	67
74	73	63
75	-149	-150
76	75	71
77	-599	-600
78	-595	-596
79	-592	-593
80	-590	-591
81	80	79
82	-588	-589
83	-576	-577
84	-284	-285
85	-569	-570
86	-564	-565
87	-280	-281
88	-560	-561
89	-139	-140
90	-275	-276
91	-550	-551
92	-548	-549
93	-136	-137
94	-543	-544
95	-134	-135
96	95	93
97	-266	-267
98	-132	-133
99	-529	-530
100	-262	-263
101	-130	-131
102	-523	-524
103	74	56
104	-73	103
105	-306	69
106	10	-124
107	37	-96
108	-458	15
109	-442	19
110	-522	102
111	-424	23
112	-253	1
113	-542	94
114	-129	101
115	-265	97
116	-366	40
117	-356	42
118	-559	88
119	-125	2
120	-568	85
121	-104	24
122	-100	25
123	-598	77
124	-629	65
125	51	39
126	98	96
127	-318	60
128	127	-321
129	87	-282
130	-520	-521
131	-42	-43
132	117	-359
133	106	119
134	-160	58
135	123	-601
136	-114	-115
137	-350	-351
138	-496	-497
139	-202	-203
140	-581	-582
141	-72	104
142	-91	107
143	-552	-553
144	91	143
145	53	-169
146	-448	-449
147	-363	-364
148	-304	-305
149	121	21
150	26	122
151	-142	-143
152	-189	-190
153	125	152
154	-382	-383
155	137	45
156	155	-354
157	-59	-60
158	-500	-501
159	-487	-488
160	-484	-485
161	-580	140
162	161	-583
163	-233	14
164	-301	-302
165	-300	164
166	130	110
167	-624	-625
168	28	-50
169	-361	-362
170	-540	-541
171	170	113
172	-193	-194
173	-332	-333
174	-331	173
175	174	-334
176	-338	-339
177	-295	-296
178	-571	-572
179	120	178
180	-159	134
181	-535	-536
182	-477	-478
183	-472	-473
184	183	-474
185	-269	-270
186	16	136
187	-226	-227
188	-155	-156
189	167	-626
190	-118	-119
191	190	133
192	-144	-145
193	151	192
194	-212	-213
195	-38	-39
196	195	-40
197	-204	-205
198	-430	-431
199	-376	-377
200	-61	-62
201	-348	-349
202	201	156
203	11	-324
204	61	-634
205	-604	-605
206	-628	124
207	206	204
208	-441	109
209	-537	-538
210	-494	-495
211	-545	-546
212	197	-206
213	139	212
214	-209	-210
215	-69	-70
216	-68	215
217	-427	-428
218	-636	-637
219	142	-97
220	219	150
221	-586	-587
222	-452	-453
223	-328	-329
224	-51	-52
225	-406	-407
226	-381	154
227	188	-157
228	224	-53
229	-303	148
230	-147	-148
231	-502	-503
232	-178	-179
233	44	232
234	-4	-5
235	-3	234
236	-2	235
237	-66	-67
238	-65	237
239	-476	182
240	-475	239
241	184	240
242	49	-173
243	-18	-19
244	-467	-468
245	-466	244
246	-271	-272
247	-314	64
248	-454	-455
249	222	248
250	-31	-32
251	-30	250
252	-29	251
253	198	-432
254	-461	-462
255	227	-158
256	-619	-620
257	-208	214
258	218	-638
259	258	-639
260	-512	-513
261	-335	-336
262	-509	-510
263	-508	262
264	-146	230
265	193	264
266	-236	-237
267	-418	-419
268	-387	-388
269	-258	-259
270	-10	-11
271	270	-12
272	-164	-165
273	-557	-558
274	-20	-21
275	243	274
276	-603	205
277	276	-606
278	-393	-394
279	266	-238
280	163	279
281	-532	-533
282	-199	-200
283	27	282
284	-398	-399
285	181	209
286	-498	-499
287	-445	-446
288	-401	-402
289	-400	288
290	-616	-617
291	-288	-289
292	-286	-287
293	292	291
294	-277	-278
295	-191	-192
296	295	172
297	-216	-217
298	-16	-17
299	298	275
300	-438	-439
301	-437	300
302	128	203
303	-422	-423
