1	-3	-4
2	-63	-64
3	-508	-509
4	-506	-507
5	4	3
6	-249	-250
7	-498	-499
8	-246	-247
9	-492	-493
10	-490	-491
11	-488	-489
12	-485	-486
13	-240	-241
14	-475	-476
15	-465	-466
16	-231	-232
17	-456	-457
18	-227	-228
19	-225	-226
20	19	18
21	-218	-219
22	-434	-435
23	-429	-430
24	-427	-428
25	24	23
26	-425	-426
27	-211	-212
28	-420	-421
29	-104	-105
30	-25	-26
31	-206	-207
32	-412	-413
33	-406	-407
34	-100	-101
35	-448	-449
36	-252	-253
37	-189	-190
38	-46	-47
39	-187	-188
40	39	37
41	-368	-369
42	-5	-6
43	1	42
44	-366	-367
45	44	41
46	-364	-365
47	-90	-91
48	-23	-24
49	-356	-357
50	-354	-355
51	50	49
52	-352	-353
53	-21	-22
54	53	48
55	-172	-173
56	-344	-345
57	-685	-686
58	-169	-170
59	-674	-675
60	-83	-84
61	-671	-672
62	-332	-333
63	-330	-331
64	-659	-660
65	-163	-164
66	-19	-20
67	-39	-40
68	-637	-638
69	-634	-635
70	-157	-158
71	-315	-316
72	-77	-78
73	-622	-623
74	-310	-311
75	-620	-621
76	75	73
77	-153	-154
78	-612	-613
79	-305	-306
80	-604	-605
81	-297	-298
82	-595	-596
83	-593	-594
84	83	82
85	-591	-592
86	-294	-295
87	-582	-583
88	-288	-289
89	-286	-287
90	89	88
91	-140	-141
92	-562	-563
93	-280	-281
94	-276	-277
95	-548	-549
96	-33	-34
97	-542	-543
98	-134	-135
99	-269	-270
100	-539	-540
101	-536	-537
102	-521	-522
103	-519	-520
104	103	102
105	-258	-259
106	-256	-257
107	106	105
108	-518	104
109	-186	40
110	-285	90
111	-2	43
112	-343	56
113	-411	32
114	-329	63
115	-405	33
116	-156	70
117	-133	98
118	-139	91
119	-245	8
120	-217	21
121	-230	16
122	-99	34
123	-89	47
124	-611	78
125	-684	57
126	-32	96
127	-38	67
128	85	84
129	52	51
130	46	45
131	26	25
132	71	-317
133	-251	36
134	6	133
135	-110	-111
136	-75	-76
137	-324	-325
138	-584	-585
139	62	-334
140	-616	-617
141	-198	-199
142	-693	-694
143	38	-48
144	-124	-125
145	-442	-443
146	-27	-28
147	-676	-677
148	-639	-640
149	68	148
150	-302	-303
151	-599	-600
152	-598	151
153	-597	152
154	-385	-386
155	-282	-283
156	93	155
157	-265	-266
158	-609	-610
159	17	-458
160	58	-171
161	128	153
162	-292	-293
163	-529	-530
164	-107	-108
165	-93	-94
166	-532	-533
167	13	-242
168	-567	-568
169	-646	-647
170	-645	169
171	-121	-122
172	-120	171
173	-192	-193
174	-138	118
175	119	-248
176	175	134
177	-342	112
178	-683	125
179	126	-35
180	-691	-692
181	-320	-321
182	-200	-201
183	-606	-607
184	-698	-699
185	-661	-662
